"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 01 10:24:52 MSK 2021","Wed Sep 01 10:25:04 MSK 2021","12396","","Поиск","","Поиск","Поиск комнаты по стоимости","Поиск комнаты по стоимости",""
